Macrophage
T cell
Macrophage
T cell
Macrophage
Fibroblast
T cell
Macrophage
T cell
T cell
T cell
Epithelial cell
Macrophage
Epithelial cell
Macrophage
Epithelial cell
T cell
Epithelial cell
Epithelial cell
Epithelial cell
T cell
T cell
T cell
T cell
Epithelial cell
Fibroblast
T cell
Epithelial cell
Fibroblast
Macrophage
Macrophage
B cell
T cell
Macrophage
Epithelial cell
Epithelial cell
Macrophage
Fibroblast
T cell
Epithelial cell
T cell
Mast cell
T cell
B cell
T cell
Macrophage
Epithelial cell
B cell
T cell
T cell
T cell
Macrophage
Macrophage
Macrophage
Epithelial cell
T cell
B cell
Epithelial cell
Endothelial cell
Epithelial cell
Epithelial cell
B cell
Macrophage
Epithelial cell
T cell
T cell
Epithelial cell
Macrophage
Fibroblast
Epithelial cell
Epithelial cell
Macrophage
Epithelial cell
Epithelial cell
T cell
Macrophage
Epithelial cell
Epithelial cell
T cell
Epithelial cell
Macrophage
B cell
Epithelial cell
Epithelial cell
Fibroblast
Mast cell
B cell
Epithelial cell
T cell
Epithelial cell
T cell
Fibroblast
Macrophage
T cell
Endothelial cell
T cell
Macrophage
Macrophage
Epithelial cell
Epithelial cell
T cell
Epithelial cell
Epithelial cell
Epithelial cell
Epithelial cell
Epithelial cell
Macrophage
T cell
B cell
Macrophage
Epithelial cell
Epithelial cell
T cell
Epithelial cell
Epithelial cell
Fibroblast
Endothelial cell
Epithelial cell
Epithelial cell
Epithelial cell
T cell
T cell
Epithelial cell
T cell
T cell
Macrophage
Epithelial cell
Macrophage
Macrophage
Macrophage
T cell
Mast cell
Endothelial cell
Fibroblast
T cell
B cell
Epithelial cell
Macrophage
Endothelial cell
T cell
Epithelial cell
B cell
Macrophage
T cell
T cell
T cell
Macrophage
T cell
Macrophage
Macrophage
Epithelial cell
Epithelial cell
T cell
Macrophage
B cell
B cell
Epithelial cell
Macrophage
Macrophage
Epithelial cell
T cell
T cell
Macrophage
T cell
T cell
T cell
Epithelial cell
Epithelial cell
Epithelial cell
Fibroblast
Epithelial cell
Epithelial cell
T cell
Macrophage
Macrophage
Macrophage
Epithelial cell
Fibroblast
T cell
T cell
T cell
Epithelial cell
Fibroblast
Epithelial cell
T cell
T cell
Fibroblast
Epithelial cell
T cell
Macrophage
Epithelial cell
Mast cell
B cell
Mast cell
T cell
T cell
T cell
Macrophage
T cell
Fibroblast
Epithelial cell
B cell
Macrophage
Epithelial cell
T cell
Epithelial cell
Epithelial cell
Epithelial cell
Macrophage
T cell
Epithelial cell
Macrophage
Macrophage
Epithelial cell
Macrophage
Epithelial cell
Epithelial cell
Mast cell
Epithelial cell
Epithelial cell
Macrophage
Macrophage
T cell
B cell
Macrophage
T cell
B cell
Epithelial cell
Macrophage
T cell
Epithelial cell
Mast cell
Macrophage
T cell
Macrophage
Macrophage
Macrophage
B cell
T cell
Macrophage
T cell
Macrophage
Epithelial cell
Macrophage
Epithelial cell
Epithelial cell
T cell
Mast cell
Fibroblast
T cell
Macrophage
Macrophage
Macrophage
Macrophage
T cell
Fibroblast
T cell
Epithelial cell
Macrophage
T cell
T cell
Epithelial cell
Macrophage
Epithelial cell
Epithelial cell
T cell
T cell
B cell
Macrophage
Mast cell
Fibroblast
Macrophage
Epithelial cell
T cell
Epithelial cell
Macrophage
Macrophage
B cell
Macrophage
Macrophage
T cell
T cell
Epithelial cell
T cell
Fibroblast
Epithelial cell
Macrophage
Endothelial cell
Endothelial cell
B cell
T cell
T cell
T cell
Macrophage
Epithelial cell
B cell
T cell
Macrophage
Epithelial cell
Epithelial cell
Epithelial cell
Fibroblast
T cell
B cell
T cell
T cell
Epithelial cell
B cell
Macrophage
Macrophage
T cell
Macrophage
Epithelial cell
Macrophage
Macrophage
Fibroblast
T cell
B cell
B cell
Mast cell
Macrophage
T cell
Mast cell
Macrophage
Macrophage
Fibroblast
Epithelial cell
B cell
Macrophage
Macrophage
B cell
T cell
Epithelial cell
T cell
Macrophage
Epithelial cell
Epithelial cell
Macrophage
Epithelial cell
Macrophage
Macrophage
Endothelial cell
T cell
T cell
Endothelial cell
Macrophage
Fibroblast
T cell
Macrophage
B cell
Fibroblast
Epithelial cell
T cell
Fibroblast
T cell
Macrophage
Epithelial cell
T cell
Epithelial cell
T cell
T cell
T cell
Epithelial cell
T cell
Epithelial cell
Epithelial cell
Endothelial cell
Fibroblast
Macrophage
Macrophage
Macrophage
B cell
Macrophage
Macrophage
T cell
T cell
Epithelial cell
T cell
Macrophage
Epithelial cell
Macrophage
Macrophage
Epithelial cell
T cell
T cell
Mast cell
B cell
T cell
Epithelial cell
B cell
Macrophage
T cell
T cell
Macrophage
B cell
T cell
Epithelial cell
Macrophage
Macrophage
Epithelial cell
Epithelial cell
T cell
Macrophage
Endothelial cell
B cell
Fibroblast
Epithelial cell
Endothelial cell
Macrophage
Epithelial cell
Macrophage
T cell
Epithelial cell
T cell
Macrophage
B cell
B cell
Macrophage
Macrophage
Epithelial cell
T cell
Macrophage
T cell
Epithelial cell
Mast cell
T cell
Fibroblast
B cell
Epithelial cell
T cell
Epithelial cell
Macrophage
T cell
T cell
Macrophage
T cell
Endothelial cell
T cell
Fibroblast
Macrophage
Epithelial cell
Epithelial cell
Fibroblast
Epithelial cell
Epithelial cell
Macrophage
Macrophage
T cell
Epithelial cell
T cell
Epithelial cell
T cell
T cell
Macrophage
B cell
T cell
B cell
Macrophage
Epithelial cell
T cell
Macrophage
Epithelial cell
T cell
Macrophage
T cell
Epithelial cell
Epithelial cell
Fibroblast
T cell
Epithelial cell
B cell
T cell
T cell
T cell
T cell
T cell
Epithelial cell
Epithelial cell
Endothelial cell
Fibroblast
T cell
Epithelial cell
Fibroblast
Macrophage
Epithelial cell
T cell
Macrophage
T cell
T cell
Macrophage
Macrophage
Epithelial cell
T cell
Macrophage
Macrophage
Epithelial cell
T cell
Fibroblast
B cell
B cell
Macrophage
B cell
Fibroblast
Fibroblast
Epithelial cell
Epithelial cell
T cell
Macrophage
Epithelial cell
B cell
Macrophage
Fibroblast
B cell
T cell
Macrophage
B cell
Macrophage
Macrophage
B cell
Epithelial cell
Macrophage
Epithelial cell
Epithelial cell
Epithelial cell
Epithelial cell
Macrophage
Epithelial cell
Mast cell
T cell
Epithelial cell
Epithelial cell
B cell
Fibroblast
Macrophage
T cell
Epithelial cell
Macrophage
B cell
Macrophage
Macrophage
Epithelial cell
T cell
T cell
Epithelial cell
Epithelial cell
Macrophage
T cell
Epithelial cell
Epithelial cell
Mast cell
B cell
T cell
Macrophage
T cell
T cell
T cell
Macrophage
Epithelial cell
T cell
Epithelial cell
Epithelial cell
T cell
Macrophage
T cell
B cell
T cell
Fibroblast
Epithelial cell
Epithelial cell
T cell
Epithelial cell
Epithelial cell
Macrophage
Epithelial cell
Epithelial cell
Macrophage
Epithelial cell
Fibroblast
T cell
T cell
Epithelial cell
Epithelial cell
Endothelial cell
Macrophage
T cell
T cell
Endothelial cell
Macrophage
Endothelial cell
Macrophage
Fibroblast
Macrophage
T cell
T cell
Macrophage
Epithelial cell
T cell
T cell
Macrophage
Macrophage
Mast cell
Fibroblast
Macrophage
Endothelial cell
T cell
Macrophage
Macrophage
Epithelial cell
Macrophage
T cell
Macrophage
B cell
T cell
Fibroblast
Macrophage
Epithelial cell
Endothelial cell
T cell
T cell
Epithelial cell
Fibroblast
Fibroblast
Macrophage
Macrophage
T cell
Epithelial cell
Epithelial cell
T cell
Epithelial cell
T cell
Macrophage
Endothelial cell
T cell
Mast cell
T cell
Epithelial cell
Epithelial cell
Fibroblast
B cell
Epithelial cell
Epithelial cell
Epithelial cell
T cell
Epithelial cell
Epithelial cell
Epithelial cell
Macrophage
T cell
Endothelial cell
T cell
Epithelial cell
Epithelial cell
T cell
Macrophage
T cell
B cell
Epithelial cell
Macrophage
T cell
T cell
Endothelial cell
Epithelial cell
Epithelial cell
T cell
B cell
T cell
Epithelial cell
Epithelial cell
T cell
Macrophage
Epithelial cell
Macrophage
Mast cell
T cell
T cell
Endothelial cell
T cell
Endothelial cell
Macrophage
Epithelial cell
T cell
Macrophage
Epithelial cell
T cell
Fibroblast
Endothelial cell
T cell
T cell
Mast cell
Macrophage
B cell
T cell
T cell
Macrophage
T cell
T cell
Epithelial cell
Macrophage
Endothelial cell
Macrophage
T cell
T cell
T cell
T cell
Macrophage
Macrophage
Epithelial cell
Epithelial cell
T cell
Macrophage
Epithelial cell
Endothelial cell
Epithelial cell
Macrophage
Fibroblast
Epithelial cell
Macrophage
T cell
Fibroblast
Epithelial cell
Epithelial cell
T cell
Macrophage
Fibroblast
Epithelial cell
Fibroblast
Epithelial cell
T cell
T cell
Macrophage
Fibroblast
T cell
Macrophage
Epithelial cell
Epithelial cell
Epithelial cell
Endothelial cell
T cell
Macrophage
Macrophage
Macrophage
Endothelial cell
Epithelial cell
Macrophage
B cell
T cell
Epithelial cell
Macrophage
Epithelial cell
Endothelial cell
T cell
T cell
T cell
T cell
Epithelial cell
Macrophage
T cell
Macrophage
Epithelial cell
T cell
Fibroblast
Epithelial cell
T cell
B cell
T cell
T cell
B cell
B cell
Epithelial cell
Epithelial cell
T cell
T cell
Epithelial cell
Fibroblast
Macrophage
T cell
T cell
T cell
B cell
Epithelial cell
Macrophage
T cell
T cell
Epithelial cell
Epithelial cell
Macrophage
Macrophage
Macrophage
T cell
Epithelial cell
B cell
B cell
Epithelial cell
T cell
Macrophage
T cell
B cell
Macrophage
Epithelial cell
Macrophage
T cell
T cell
Fibroblast
Macrophage
T cell
B cell
T cell
B cell
T cell
Epithelial cell
Macrophage
Epithelial cell
T cell
Macrophage
Fibroblast
T cell
Epithelial cell
Epithelial cell
T cell
T cell
Epithelial cell
Epithelial cell
B cell
Fibroblast
Epithelial cell
Mast cell
Endothelial cell
T cell
Macrophage
Epithelial cell
Endothelial cell
Epithelial cell
Mast cell
Macrophage
T cell
Fibroblast
T cell
Epithelial cell
T cell
Macrophage
Fibroblast
Epithelial cell
Macrophage
B cell
B cell
Macrophage
T cell
T cell
T cell
Macrophage
Mast cell
B cell
B cell
Epithelial cell
B cell
B cell
Epithelial cell
Macrophage
Epithelial cell
B cell
T cell
Macrophage
Fibroblast
T cell
Epithelial cell
Macrophage
B cell
T cell
Macrophage
Epithelial cell
T cell
Epithelial cell
T cell
Macrophage
Macrophage
Epithelial cell
Epithelial cell
T cell
Endothelial cell
T cell
Macrophage
Epithelial cell
Macrophage
T cell
Mast cell
B cell
T cell
Macrophage
Epithelial cell
Macrophage
Epithelial cell
T cell
Mast cell
Fibroblast
Epithelial cell
Macrophage
Macrophage
T cell
Macrophage
Epithelial cell
Epithelial cell
Epithelial cell
B cell
T cell
T cell
Epithelial cell
Epithelial cell
T cell
T cell
Epithelial cell
T cell
Macrophage
Epithelial cell
Fibroblast
Fibroblast
Epithelial cell
Epithelial cell
Macrophage
Endothelial cell
Epithelial cell
Fibroblast
Macrophage
Epithelial cell
T cell
Mast cell
Macrophage
Macrophage
T cell
Epithelial cell
Epithelial cell
Macrophage
T cell
Epithelial cell
Macrophage
Fibroblast
Macrophage
T cell
Macrophage
T cell
T cell
T cell
Epithelial cell
T cell
T cell
Macrophage
T cell
T cell
T cell
T cell
Epithelial cell
T cell
Epithelial cell
Macrophage
T cell
Epithelial cell
T cell
Epithelial cell
Epithelial cell
T cell
Macrophage
Epithelial cell
Macrophage
Epithelial cell
T cell
T cell
Macrophage
Epithelial cell
Mast cell
Epithelial cell
B cell
T cell
Macrophage
Epithelial cell
Epithelial cell
Epithelial cell
Fibroblast
Epithelial cell
T cell
T cell
B cell
Macrophage
T cell
Macrophage
T cell
B cell
Epithelial cell
T cell
T cell
Macrophage
Macrophage
Epithelial cell
T cell
T cell
Epithelial cell
Epithelial cell
B cell
Epithelial cell
Epithelial cell
Macrophage
Endothelial cell
T cell
Macrophage
T cell
B cell
Endothelial cell
B cell
B cell
Fibroblast
Macrophage
Epithelial cell
Macrophage
Epithelial cell
T cell
Epithelial cell
Macrophage
Macrophage
Fibroblast
Macrophage
B cell
T cell
Epithelial cell
Epithelial cell
T cell
Macrophage
T cell
Macrophage
Epithelial cell
Epithelial cell
T cell
Epithelial cell
B cell
Mast cell
B cell
T cell
Epithelial cell
T cell
Epithelial cell
T cell
Macrophage
T cell
Macrophage
Epithelial cell
Epithelial cell
Macrophage
Epithelial cell
Macrophage
Mast cell
Fibroblast
T cell
Epithelial cell
T cell
Epithelial cell
T cell
Epithelial cell
Macrophage
Endothelial cell
Mast cell
T cell
B cell
Macrophage
Mast cell
T cell
Mast cell
Mast cell
B cell
B cell
Epithelial cell
T cell
Mast cell
Epithelial cell
Mast cell
Macrophage
Epithelial cell
Epithelial cell
Macrophage
Epithelial cell
T cell
Macrophage
Macrophage
Epithelial cell
Epithelial cell
Epithelial cell
T cell
T cell
Fibroblast
Epithelial cell
B cell
Epithelial cell
Endothelial cell
T cell
Macrophage
Macrophage
T cell
T cell
Epithelial cell
Fibroblast
T cell
T cell
Epithelial cell
Fibroblast
Epithelial cell
Epithelial cell
Macrophage
Macrophage
T cell
T cell
T cell
Macrophage
Macrophage
Epithelial cell
T cell
B cell
T cell
Mast cell
T cell
Fibroblast
Epithelial cell
Epithelial cell
B cell
T cell
Epithelial cell
T cell
Epithelial cell
Epithelial cell
Fibroblast
Epithelial cell
B cell
Epithelial cell
Macrophage
Epithelial cell
B cell
Macrophage
B cell
Epithelial cell
B cell
Macrophage
T cell
Epithelial cell
Macrophage
Epithelial cell
Macrophage
B cell
Macrophage
Macrophage
Endothelial cell
Epithelial cell
Epithelial cell
T cell
T cell
Endothelial cell
Macrophage
T cell
Macrophage
Macrophage
Epithelial cell
T cell
Macrophage
Macrophage
Epithelial cell
T cell
B cell
Epithelial cell
Macrophage
Macrophage
Epithelial cell
T cell
B cell
T cell
Epithelial cell
T cell
T cell
T cell
Epithelial cell
T cell
Epithelial cell
T cell
Endothelial cell
T cell
Mast cell
T cell
Macrophage
T cell
Epithelial cell
T cell
Mast cell
T cell
Fibroblast
Epithelial cell
Epithelial cell
T cell
Macrophage
Endothelial cell
B cell
T cell
Epithelial cell
T cell
Epithelial cell
Macrophage
T cell
B cell
T cell
Macrophage
Endothelial cell
T cell
Macrophage
Epithelial cell
T cell
Fibroblast
Macrophage
B cell
Epithelial cell
T cell
Macrophage
Macrophage
Fibroblast
Endothelial cell
T cell
Epithelial cell
Epithelial cell
T cell
T cell
T cell
B cell
Macrophage
Fibroblast
Fibroblast
Fibroblast
T cell
Macrophage
T cell
Fibroblast
T cell
Epithelial cell
T cell
Macrophage
Epithelial cell
T cell
Fibroblast
T cell
B cell
B cell
T cell
Epithelial cell
Epithelial cell
Epithelial cell
Epithelial cell
Fibroblast
Epithelial cell
T cell
Macrophage
Macrophage
Epithelial cell
T cell
Macrophage
T cell
T cell
T cell
T cell
T cell
T cell
Epithelial cell
Endothelial cell
Epithelial cell
B cell
Macrophage
B cell
Macrophage
Epithelial cell
Macrophage
T cell
Fibroblast
Macrophage
T cell
T cell
T cell
Macrophage
Epithelial cell
Epithelial cell
T cell
T cell
Macrophage
T cell
Macrophage
Epithelial cell
Epithelial cell
T cell
T cell
Epithelial cell
Macrophage
Macrophage
Fibroblast
Epithelial cell
B cell
Mast cell
T cell
Epithelial cell
T cell
Macrophage
T cell
Endothelial cell
T cell
T cell
Endothelial cell
T cell
Macrophage
Epithelial cell
Macrophage
Epithelial cell
T cell
Fibroblast
T cell
T cell
Epithelial cell
Macrophage
B cell
Epithelial cell
T cell
T cell
T cell
Macrophage
B cell
Epithelial cell
Epithelial cell
T cell
T cell
T cell
Macrophage
T cell
Macrophage
Epithelial cell
B cell
Endothelial cell
T cell
Epithelial cell
T cell
Epithelial cell
Epithelial cell
Epithelial cell
Epithelial cell
Epithelial cell
Macrophage
Epithelial cell
Endothelial cell
B cell
Macrophage
B cell
Epithelial cell
Epithelial cell
Macrophage
Macrophage
T cell
Epithelial cell
T cell
Macrophage
Epithelial cell
Epithelial cell
Macrophage
Macrophage
Epithelial cell
Epithelial cell
Macrophage
Endothelial cell
T cell
Epithelial cell
Macrophage
T cell
Macrophage
B cell
Fibroblast
Macrophage
T cell
B cell
Epithelial cell
Macrophage
T cell
Fibroblast
Epithelial cell
B cell
Macrophage
Macrophage
Fibroblast
T cell
B cell
T cell
B cell
T cell
Mast cell
T cell
Macrophage
Mast cell
T cell
B cell
Epithelial cell
Macrophage
B cell
T cell
Fibroblast
T cell
Macrophage
Fibroblast
B cell
Fibroblast
Epithelial cell
Epithelial cell
T cell
Macrophage
Fibroblast
Macrophage
Macrophage
Epithelial cell
Fibroblast
T cell
Fibroblast
Epithelial cell
Endothelial cell
Mast cell
Epithelial cell
T cell
T cell
Macrophage
B cell
Epithelial cell
T cell
Macrophage
Epithelial cell
Epithelial cell
Epithelial cell
Epithelial cell
T cell
T cell
T cell
Epithelial cell
Epithelial cell
T cell
Epithelial cell
Macrophage
T cell
Epithelial cell
Epithelial cell
Epithelial cell
Macrophage
Fibroblast
Epithelial cell
T cell
Endothelial cell
Macrophage
B cell
Fibroblast
Macrophage
Macrophage
Epithelial cell
Epithelial cell
Epithelial cell
Fibroblast
Epithelial cell
Macrophage
Macrophage
Epithelial cell
Macrophage
Macrophage
T cell
Fibroblast
T cell
T cell
T cell
Epithelial cell
T cell
B cell
B cell
Macrophage
Endothelial cell
Mast cell
T cell
Epithelial cell
T cell
Epithelial cell
T cell
B cell
T cell
T cell
B cell
T cell
T cell
B cell
Epithelial cell
Epithelial cell
Macrophage
T cell
T cell
T cell
Epithelial cell
T cell
Mast cell
T cell
B cell
Fibroblast
T cell
T cell
Macrophage
T cell
Epithelial cell
Epithelial cell
Epithelial cell
Macrophage
B cell
Macrophage
Epithelial cell
Macrophage
Macrophage
Macrophage
Epithelial cell
B cell
Fibroblast
T cell
Epithelial cell
Epithelial cell
Macrophage
Mast cell
Endothelial cell
Endothelial cell
Fibroblast
Macrophage
B cell
Macrophage
Epithelial cell
T cell
T cell
T cell
Epithelial cell
T cell
T cell
Macrophage
Macrophage
T cell
T cell
B cell
Macrophage
Epithelial cell
T cell
T cell
Endothelial cell
Fibroblast
T cell
Fibroblast
T cell
Epithelial cell
Mast cell
T cell
Fibroblast
T cell
Endothelial cell
Epithelial cell
Fibroblast
Epithelial cell
T cell
Macrophage
Endothelial cell
Macrophage
T cell
Fibroblast
Epithelial cell
T cell
T cell
T cell
Fibroblast
Epithelial cell
T cell
Endothelial cell
Epithelial cell
Fibroblast
T cell
Fibroblast
B cell
T cell
T cell
Macrophage
T cell
Epithelial cell
Macrophage
Macrophage
Macrophage
B cell
Macrophage
T cell
Epithelial cell
Macrophage
Epithelial cell
T cell
B cell
Macrophage
Epithelial cell
Epithelial cell
T cell
T cell
T cell
Macrophage
Epithelial cell
B cell
T cell
T cell
Epithelial cell
Epithelial cell
Mast cell
B cell
B cell
Macrophage
T cell
T cell
T cell
Epithelial cell
T cell
Macrophage
Macrophage
Epithelial cell
Epithelial cell
Epithelial cell
Macrophage
Fibroblast
Epithelial cell
Epithelial cell
T cell
Fibroblast
Endothelial cell
T cell
Mast cell
T cell
Macrophage
Fibroblast
B cell
Macrophage
T cell
T cell
T cell
B cell
Epithelial cell
Mast cell
Endothelial cell
Macrophage
Macrophage
T cell
Epithelial cell
T cell
Epithelial cell
Macrophage
Epithelial cell
Epithelial cell
Epithelial cell
Endothelial cell
Epithelial cell
B cell
Macrophage
Macrophage
T cell
Epithelial cell
T cell
Macrophage
T cell
T cell
Macrophage
T cell
Epithelial cell
T cell
T cell
Epithelial cell
T cell
T cell
B cell
Macrophage
B cell
T cell
Macrophage
Macrophage
Epithelial cell
T cell
T cell
B cell
Epithelial cell
T cell
Epithelial cell
B cell
Macrophage
Epithelial cell
T cell
T cell
Epithelial cell
Epithelial cell
T cell
Epithelial cell
T cell
Mast cell
Macrophage
Mast cell
Macrophage
Fibroblast
Macrophage
Macrophage
Macrophage
Endothelial cell
Macrophage
Macrophage
Epithelial cell
Epithelial cell
Macrophage
Macrophage
Fibroblast
T cell
T cell
Fibroblast
T cell
Macrophage
Epithelial cell
Macrophage
Macrophage
Macrophage
B cell
T cell
Macrophage
Epithelial cell
T cell
Fibroblast
T cell
Epithelial cell
Macrophage
Macrophage
Fibroblast
Epithelial cell
Fibroblast
Macrophage
T cell
B cell
Epithelial cell
T cell
T cell
Macrophage
B cell
Epithelial cell
Macrophage
Macrophage
Macrophage
T cell
T cell
Macrophage
T cell
Epithelial cell
Epithelial cell
Epithelial cell
T cell
Epithelial cell
Epithelial cell
Macrophage
B cell
T cell
Macrophage
Epithelial cell
Epithelial cell
Mast cell
Macrophage
T cell
Fibroblast
Macrophage
T cell
Fibroblast
Epithelial cell
T cell
T cell
B cell
T cell
T cell
Macrophage
T cell
Mast cell
Macrophage
T cell
T cell
Mast cell
T cell
T cell
B cell
T cell
Macrophage
Epithelial cell
Epithelial cell
Macrophage
Epithelial cell
B cell
Epithelial cell
Epithelial cell
Endothelial cell
Epithelial cell
T cell
Endothelial cell
Macrophage
Epithelial cell
Macrophage
Epithelial cell
T cell
T cell
Epithelial cell
T cell
Macrophage
Epithelial cell
Macrophage
Epithelial cell
Endothelial cell
Fibroblast
Macrophage
Epithelial cell
Macrophage
T cell
Epithelial cell
Epithelial cell
Epithelial cell
Epithelial cell
T cell
Epithelial cell
Macrophage
Epithelial cell
Epithelial cell
Epithelial cell
T cell
Macrophage
Epithelial cell
Epithelial cell
T cell
Macrophage
Fibroblast
Epithelial cell
T cell
B cell
B cell
Macrophage
Macrophage
T cell
Macrophage
T cell
Endothelial cell
Macrophage
Macrophage
T cell
B cell
T cell
Epithelial cell
T cell
T cell
T cell
T cell
Epithelial cell
B cell
B cell
Fibroblast
T cell
Epithelial cell
T cell
Epithelial cell
Macrophage
Fibroblast
Fibroblast
Epithelial cell
Epithelial cell
Epithelial cell
Mast cell
T cell
T cell
T cell
T cell
Epithelial cell
Macrophage
Epithelial cell
B cell
Epithelial cell
Epithelial cell
T cell
T cell
Epithelial cell
Epithelial cell
Epithelial cell
Epithelial cell
B cell
Epithelial cell
T cell
Epithelial cell
T cell
Macrophage
Macrophage
T cell
Endothelial cell
Macrophage
Macrophage
T cell
T cell
T cell
Epithelial cell
Mast cell
T cell
Epithelial cell
T cell
Macrophage
Epithelial cell
T cell
B cell
Macrophage
Fibroblast
Macrophage
Epithelial cell
Macrophage
Macrophage
T cell
Macrophage
Fibroblast
Epithelial cell
Fibroblast
T cell
Endothelial cell
Epithelial cell
B cell
Macrophage
T cell
Macrophage
Macrophage
T cell
T cell
T cell
Epithelial cell
T cell
B cell
Epithelial cell
T cell
T cell
T cell
Macrophage
T cell
Epithelial cell
Epithelial cell
T cell
Epithelial cell
Macrophage
Macrophage
Macrophage
Epithelial cell
B cell
Endothelial cell
T cell
Epithelial cell
Macrophage
Epithelial cell
T cell
Epithelial cell
T cell
T cell
Epithelial cell
Epithelial cell
Epithelial cell
T cell
Macrophage
T cell
Epithelial cell
T cell
Mast cell
T cell
T cell
Macrophage
T cell
Epithelial cell
T cell
Macrophage
T cell
T cell
Epithelial cell
T cell
Macrophage
Epithelial cell
B cell
B cell
Epithelial cell
Fibroblast
T cell
T cell
T cell
Epithelial cell
B cell
Macrophage
B cell
Macrophage
B cell
Epithelial cell
T cell
T cell
Macrophage
B cell
B cell
Macrophage
Epithelial cell
Epithelial cell
Epithelial cell
Macrophage
Macrophage
Macrophage
B cell
Epithelial cell
Epithelial cell
Epithelial cell
T cell
T cell
Epithelial cell
Macrophage
Epithelial cell
T cell
T cell
Epithelial cell
T cell
T cell
Epithelial cell
Epithelial cell
T cell
Fibroblast
T cell
Epithelial cell
Macrophage
Epithelial cell
Macrophage
Fibroblast
Macrophage
B cell
T cell
Mast cell
Macrophage
T cell
T cell
Endothelial cell
T cell
Macrophage
Fibroblast
T cell
Epithelial cell
T cell
Epithelial cell
B cell
Macrophage
Macrophage
Endothelial cell
Macrophage
Macrophage
Macrophage
T cell
T cell
T cell
Macrophage
Epithelial cell
T cell
Epithelial cell
Epithelial cell
Fibroblast
Endothelial cell
Epithelial cell
Macrophage
T cell
B cell
Epithelial cell
Macrophage
T cell
Endothelial cell
Fibroblast
Macrophage
T cell
T cell
T cell
Macrophage
Epithelial cell
Mast cell
B cell
Macrophage
Epithelial cell
T cell
Epithelial cell
T cell
T cell
Macrophage
T cell
Epithelial cell
Epithelial cell
Macrophage
Macrophage
Macrophage
Macrophage
T cell
T cell
Epithelial cell
Epithelial cell
T cell
T cell
T cell
Macrophage
Epithelial cell
T cell
Epithelial cell
B cell
Epithelial cell
T cell
Epithelial cell
Epithelial cell
Endothelial cell
T cell
T cell
T cell
Macrophage
T cell
T cell
Epithelial cell
B cell
B cell
T cell
Macrophage
Epithelial cell
B cell
Macrophage
Epithelial cell
Epithelial cell
T cell
Fibroblast
Endothelial cell
Epithelial cell
T cell
Epithelial cell
Epithelial cell
Epithelial cell
Epithelial cell
B cell
Fibroblast
Macrophage
Macrophage
Mast cell
Macrophage
B cell
Macrophage
Macrophage
Epithelial cell
Epithelial cell
Epithelial cell
Macrophage
Endothelial cell
Macrophage
Epithelial cell
B cell
Mast cell
Epithelial cell
Macrophage
Macrophage
Epithelial cell
B cell
T cell
B cell
T cell
Macrophage
Macrophage
Macrophage
T cell
Epithelial cell
